Year,Tm,Player,Age,Rounded Position,WS
2011,DET,Richard Hamilton,32,2,1.8
2011,MIL,Corey Maggette,31,3,3.4
2012,ATL,Jeff Teague,23,1,6
2012,ATL,Marvin Williams,25,4,4.9
2012,WAS,Kevin Seraphin,22,5,2.3
2012,NJN,Gerald Green,26,3,1.2
2013,WAS,Emeka Okafor,30,5,4.5
2013,ORL,Kyle O'Quinn,22,5,1.4
2014,POR,Nicolas Batum,25,3,7.9
2014,WAS,Trevor Ariza,28,3,8
2014,UTA,Alec Burks,22,2,3.2
2015,PHO,Markieff Morris,25,4,4.6
2015,GSW,Andrew Bogut,30,5,5.2
2015,DET,D.J. Augustin,27,1,2.5
2015,BOS,Marcus Thornton,27,2,1.4
2015,MEM,JaMychal Green,24,4,0.4
2016,GSW,Andre Iguodala,32,2,0.9
1978,KCK,Scott Wedman,25,3,7.8
1978,LAL,Earl Tatum,24,2,1.4
1978,ATL,Ron Behagen,27,3,1.2
1980,SEA,Dennis Johnson,25,2,7.4
1980,PHI,Maurice Cheeks,23,1,7.9
1980,NJN,Calvin Natt,23,3,4.8
1980,MIL,Sidney Moncrief,22,2,4.9
1980,ATL,Terry Furlow,25,1,0.8
1981,SDC,Brian Taylor,29,1,7.1
1981,PHI,Darryl Dawkins,24,5,6.3
1981,SEA,James Donaldson,23,5,2.5
1982,GSW,Joe Barry Carroll,23,5,5.5
1983,KCK,Eddie Johnson,23,3,7.4
1983,GSW,World B. Free,29,1,1.1
1984,CHI,Orlando Woolridge,24,3,5.3
1984,HOU,Allen Leavell,26,1,4.3
1984,DET,Vinnie Johnson,27,1,4.1
1984,KCK,Mike Woodson,25,2,4.2
1984,CLE,Phil Hubbard,27,3,4.6
1984,LAL,Bob McAdoo,32,3,2.7
1984,NYK,Darrell Walker,22,1,2.3
1985,IND,Steve Stipanovich,24,4,5
1985,GSW,Terry Teagle,24,2,0.8
1986,SAS,Mike Mitchell,30,3,4.4
1986,IND,Steve Stipanovich,25,4,5.9
1986,POR,Jim Paxson,28,2,4.8
1987,IND,Steve Stipanovich,26,4,9
1987,DAL,Sam Perkins,25,4,7.5
1987,UTA,Rickey Green,32,1,5.6
1987,MIL,Sidney Moncrief,29,1,2.9
1988,BOS,Danny Ainge,28,1,8.6
1988,SEA,Nate McMillan,23,1,6.5
1988,PHO,Jeff Hornacek,24,1,5
1989,DAL,Rolando Blackman,29,2,5.7
1990,MIN,Tyrone Corbin,27,3,6.8
1990,MIA,Rony Seikaly,24,5,3.2
1990,ORL,Reggie Theus,32,2,2.5
1990,NYK,Charles Oakley,26,4,6
1990,CHH,Dell Curry,25,1,1.8
1990,MIL,Paul Pressey,31,1,3
1990,SEA,Shawn Kemp,20,5,2.1
1990,NYK,Rod Strickland,23,1,1.8
1990,WSB,Steve Colter,27,1,2.7
1991,WSB,Pervis Ellison,23,4,4
1991,MIN,Gerald Glass,23,3,0.5
1992,MIL,Dale Ellis,31,2,4.8
1992,PHO,Tom Chambers,32,4,4.4
1992,LAL,Vlade Divac,23,5,1.8
1993,DAL,Derek Harper,31,1,2.7
1993,SAC,Marty Conlon,25,4,1
1994,GSW,Latrell Sprewell,23,2,8
1994,DEN,LaPhonso Ellis,23,4,7.6
1994,IND,Dale Davis,24,5,7
1994,SEA,Vincent Askew,27,2,6
1994,CHH,Eddie Johnson,34,3,2.4
1994,DET,Olden Polynice,29,5,2.9
1995,HOU,Sam Cassell,25,1,4.7
1995,PHI,Jeff Malone,33,2,1.3
1995,GSW,Tim Legler,28,2,1
1996,MIL,Glenn Robinson,23,3,3.5
1996,GSW,Latrell Sprewell,25,2,5.5
1996,DAL,George McCloud,28,2,5.8
1996,IND,Mark Jackson,30,1,7.2
1996,LAL,Nick Van Exel,24,1,5.7
1996,ATL,Stacey Augmon,27,2,5.6
1996,LAC,Brent Barry,24,2,4.9
1996,WSB,Tim Legler,29,2,6.8
1996,MIA,Voshon Lenard,22,2,0.9
1997,PHO,Wesley Person,25,2,5.2
1997,NYK,John Starks,31,1,5.8
1997,DET,Theo Ratliff,23,4,3.9
1997,DAL,George McCloud,29,2,2.7
1997,IND,Fred Hoiberg,24,2,2.1
1998,TOR,Marcus Camby,23,4,0.9
1998,ORL,Anfernee Hardaway,26,2,1.1
1999,VAN,Tony Massenburg,31,4,1.8
1999,TOR,John Wallace,24,3,1
1999,SAC,Jon Barry,29,1,2.4
1999,MIL,Armen Gilliam,34,4,1.5
2000,DEN,Keon Clark,24,4,4.2
2000,HOU,Kelvin Cato,25,5,4.2
2000,SAC,Jon Barry,30,2,4.2
2001,POR,Steve Smith,31,2,8.2
2002,GSW,Danny Fortson,25,4,4.5
2002,CLE,Ricky Davis,22,2,2.8
2002,PHO,Tony Delk,28,1,1.8
2002,DET,Brian Cardinal,24,3,0.2
2003,GSW,Troy Murphy,22,5,6.4
2003,IND,Reggie Miller,37,2,7.4
2003,NYK,Charlie Ward,32,1,3.7
2003,MIN,Gary Trent,28,4,3.3
2003,SEA,Kenny Anderson,32,1,1.5
2003,SAS,Speedy Claxton,24,1,1.2
2004,CHI,Jamal Crawford,23,1,4.1
2004,PHI,Kenny Thomas,26,4,6.6
2004,NOH,David West,23,4,2.8
2004,DAL,Danny Fortson,27,5,2.3
2004,PHI,Zendon Hamilton,28,5,1.8
2005,PHI,Marc Jackson,30,4,4.6
2005,IND,Stephen Jackson,26,3,3.1
2005,DAL,Jerry Stackhouse,30,2,3.5
2005,MIN,Eddie Griffin,22,4,3.2
2005,MEM,Bonzi Wells,28,2,3.1
2005,MIL,Anthony Goldwire,33,1,1.4
2006,GSW,Troy Murphy,25,5,6.5
2006,ORL,Steve Francis,28,1,2.9
2007,MIN,Ricky Davis,27,2,5.7
2007,MEM,Hakim Warrick,24,4,3.7
2007,PHI,Andre Miller,30,1,3.9
2008,DAL,Brandon Bass,22,4,4.3
2008,MEM,Stromile Swift,28,4,0.9
2009,CHI,Tyrus Thomas,22,4,4.6
2009,DET,Allen Iverson,33,1,2.7
2010,LAL,Lamar Odom,30,4,7.7
2011,MEM,Mike Conley,23,1,6.6
2011,CHA,D.J. Augustin,23,1,6.2
2011,DAL,Jason Terry,33,1,5.3
2011,IND,Roy Hibbert,24,5,3.6
2011,ORL,Brandon Bass,25,4,6.3
2011,DET,Charlie Villanueva,26,4,3.1
2011,MIL,Drew Gooden,29,4,1.8
2011,CHA,Nazr Mohammed,33,4,1.4
2011,DEN,Danilo Gallinari,22,4,1.2
2011,NYK,Shelden Williams,27,4,0.8
2012,NYK,Steve Novak,28,3,3.9
2013,GSW,Jarrett Jack,29,1,5.6
2013,ATL,Louis Williams,26,1,2.4
2013,TOR,Quincy Acy,22,4,1.1
2013,BOS,Shavlik Randolph,29,5,0.7
2014,HOU,Chandler Parsons,25,3,7.6
2014,DAL,Vince Carter,37,2,4.3
2014,MEM,Ed Davis,24,4,2.6
2015,ORL,Victor Oladipo,22,2,3.5
2015,ATL,DeMarre Carroll,28,3,7
2015,SAS,Tony Parker,32,1,4.1
2015,CHI,Derrick Rose,26,1,1.2
2015,BOS,Kelly Olynyk,23,4,3.6
2015,SAS,Aron Baynes,28,5,3.9
2015,DEN,Will Barton,24,2,1.3
2015,ATL,John Jenkins,23,2,0.9
2016,GSW,Draymond Green,25,3,1
2016,IND,Rodney Stuckey,29,2,0.3
1978,HOU,Mike Newlin,29,1,1.8
1978,BUF,Larry McNeill,27,3,2.2
1979,SAS,James Silas,29,1,5.7
1979,PHI,Doug Collins,27,2,4.2
1980,UTA,Terry Furlow,25,1,2
1980,UTA,Brad Davis,24,1,0.6
1981,GSW,Joe Hassett,25,1,1.4
1982,BOS,Cedric Maxwell,26,3,9.1
1982,SEA,James Donaldson,24,5,5.6
1982,MIL,Junior Bridgeman,28,2,2.6
1982,ATL,Mike Glenn,26,1,2.8
1983,ATL,Eddie Johnson,27,1,3
1983,HOU,James Bailey,25,4,2
1983,IND,Brad Branson,24,4,1
1985,CLE,John Bagley,24,1,4.6
1985,CLE,Roy Hinson,23,4,5
1985,CLE,Phil Hubbard,28,3,5.7
1985,SAS,Mark McNamara,25,5,0.1
1986,CHI,George Gervin,33,2,3
1986,PHO,Mike Sanders,25,2,3.9
1986,GSW,Chris Mullin,22,2,2.9
1987,LAL,Byron Scott,25,1,7.7
1987,MIL,Jack Sikma,31,5,7.4
1987,IND,Ron Anderson,28,3,1.5
1988,DAL,Rolando Blackman,28,2,6.8
1988,SAS,Frank Brickowski,28,4,4.1
1988,DEN,Blair Rasmussen,25,5,4.2
1990,PHI,Johnny Dawkins,26,1,6.4
1990,GSW,Tim Hardaway,23,1,3.3
1990,DEN,Blair Rasmussen,27,5,5.2
1990,CLE,Brad Daugherty,24,5,3.1
1990,LAC,Michael Young,29,3,1.1
1990,UTA,Jose Ortiz,26,4,0.1
1991,SEA,Dale Ellis,30,2,1.6
1991,SAC,Tony Dawson,23,3,0
1992,DET,Isiah Thomas,30,1,5.8
1992,MIN,Scott Brooks,26,1,2.1
1993,CHH,Dell Curry,28,2,3.4
1993,LAC,Loy Vaught,24,4,4.2
1994,BOS,Dee Brown,25,1,6.4
1994,PHI,Dana Barros,26,1,4.7
1994,LAC,Loy Vaught,25,4,5.5
1994,NYK,John Starks,28,1,5.8
1995,SAS,Sean Elliott,26,3,8.7
1995,ATL,Stacey Augmon,26,2,5.1
1995,CLE,Danny Ferry,28,3,3.9
1997,GSW,Joe Smith,21,4,4.4
1997,NJN,Kerry Kittles,22,2,6.9
1997,LAL,Nick Van Exel,25,1,7.2
1997,NJN,Robert Pack,27,1,1
1997,BOS,Stacey King,30,5,0.1
1997,NYK,Chris Jent,27,2,0
1998,SAC,Corliss Williamson,24,3,4.4
1998,NJN,Chris Gatling,30,4,2.4
1999,ATL,Alan Henderson,26,4,3.1
2000,DEN,Nick Van Exel,28,1,4.9
2000,HOU,Cuttino Mobley,24,2,5.2
2000,WAS,Don Reid,26,4,1.2
2001,MIN,LaPhonso Ellis,30,4,5.2
2001,CLE,Zydrunas Ilgauskas,25,5,0.7
2002,PHI,Dikembe Mutombo,35,5,9.6
2002,NJN,Keith Van Horn,26,4,6.3
2002,MIN,Joe Smith,26,4,6.1
2003,LAC,Eric Piatkowski,32,3,3.6
2004,BOS,Mark Blount,28,5,6.5
2004,WAS,Gilbert Arenas,22,1,2.6
2005,DET,Richard Hamilton,26,2,7.4
2005,ORL,Hedo Turkoglu,25,3,3.4
2005,MIL,Mike James,29,1,2
2006,ATL,Al Harrington,25,3,3.8
2006,SEA,Luke Ridnour,24,1,4.4
2006,BOS,Ricky Davis,26,2,2.9
2007,DET,Tayshaun Prince,26,3,8
2007,SAC,Mike Bibby,28,1,4.4
2007,DAL,Devin Harris,23,1,6.5
2007,DEN,Julius Hodge,23,2,0.1
2008,NYK,Jamal Crawford,27,1,5
2008,IND,Troy Murphy,27,4,6.2
2009,CHI,Derrick Rose,20,1,4.9
2009,ATL,Marvin Williams,22,4,6.1
2009,SAC,John Salmons,29,2,3
2009,CHI,John Salmons,29,3,2.6
2009,MIN,Shelden Williams,25,5,0.4
2009,DET,Alex Acker,26,2,0
2010,HOU,Aaron Brooks,25,1,5.5
2010,DET,Charlie Villanueva,25,4,3.5
2010,DET,Tayshaun Prince,29,3,3.2
2010,SAC,Carl Landry,26,4,2.3
2010,TOR,Rasho Nesterovic,33,5,0.8
2011,NOH,Emeka Okafor,28,5,6.5
2011,IND,Josh McRoberts,23,4,4.9
2011,SAS,Tiago Splitter,26,5,2.3
2011,OKC,Nazr Mohammed,33,4,1.2
2011,NYK,Derrick Brown,23,3,0.2
2012,UTA,Devin Harris,28,1,4.2
2013,PHI,Spencer Hawes,24,5,4.5
2013,OKC,Kevin Martin,29,2,7
2013,PHI,Dorell Wright,27,3,4.9
2013,LAL,Steve Nash,38,1,4.3
2013,SAC,Toney Douglas,26,1,0.9
2014,ORL,Arron Afflalo,28,2,5.3
2014,CHI,Taj Gibson,28,4,5.7
2014,LAL,Nick Young,28,2,2.5
2014,CLE,C.J. Miles,26,2,2.5
2014,HOU,Troy Daniels,22,2,0.2
2014,MEM,Beno Udrih,31,1,0.1
2015,IND,David West,34,4,4.3
2015,DAL,Bernard James,29,5,0.5
2015,LAC,Lester Hudson,30,2,0.2
2016,UTA,Rudy Gobert,23,5,0.7
2016,UTA,Rodney Hood,23,2,0.6
2016,MIN,Zach LaVine,20,1,0.2
2016,CHO,Frank Kaminsky,22,4,0.2
1978,WSB,Bob Dandridge,30,2,6.8
1978,ATL,Steve Hawes,27,4,6.1
1978,LAL,Jamaal Wilkes,24,2,3.3
1979,HOU,Calvin Murphy,30,1,6.8
1979,GSW,Phil Smith,26,1,5.2
1979,SDC,Freeman Williams,22,2,1.8
1980,DET,Greg Kelser,22,3,1.4
1980,NJN,John Williamson,28,1,1.6
1981,IND,Louis Orr,22,3,4.3
1982,SDC,Michael Brooks,23,3,4.5
1982,PHO,Truck Robinson,30,3,6.9
1982,IND,Herb Williams,23,4,4.6
1983,PHO,Maurice Lucas,30,4,7.1
1983,SEA,David Thompson,28,2,5.4
1983,MIL,Junior Bridgeman,29,2,4.8
1983,PHO,Kyle Macy,25,1,6.4
1983,NJN,Mickey Johnson,30,3,2.3
1984,UTA,Darrell Griffith,25,2,3.5
1984,KCK,Larry Micheaux,23,4,0.9
1985,NJN,Mike Gminski,25,5,6.1
1986,LAC,Benoit Benjamin,21,5,4
1986,DAL,Harold Keeling,22,1,0.1
1987,PHI,Jeff Ruland,28,4,0.3
1988,WSB,Jeff Malone,26,2,5.6
1988,IND,Wayman Tisdale,23,4,5.7
1988,MIL,John Lucas,34,1,3.9
1988,CHI,Sam Vincent,24,1,2.3
1988,NJN,Duane Washington,23,1,0.4
1989,ATL,Reggie Theus,31,2,5.9
1989,CHH,Kurt Rambis,30,4,4.8
1990,HOU,Otis Thorpe,27,4,8.5
1990,SAC,Danny Ainge,30,1,4.8
1990,GSW,Kelvin Upshaw,27,1,0.5
1991,IND,Chuck Person,26,3,3.9
1991,HOU,Sleepy Floyd,30,1,3.7
1992,SEA,Eddie Johnson,32,3,5.6
1993,LAC,Ron Harper,29,2,6
1993,WSB,Harvey Grant,27,3,5
1993,SAS,Antoine Carr,31,4,5.5
1993,MIA,Steve Smith,23,2,3.5
1994,HOU,Otis Thorpe,31,4,9.8
1994,MIL,Vin Baker,22,4,4.4
1994,BOS,Robert Parish,40,5,4
1994,LAL,George Lynch,23,3,3.9
1994,DAL,Tim Legler,27,2,3.4
1994,SEA,Ervin Johnson,26,5,0.7
1995,ATL,Steve Smith,25,2,7.6
1995,IND,Dale Davis,25,5,6.8
1995,MIA,Kevin Willis,32,5,3.6
1995,SEA,Steve Scheffler,27,4,0.4
1996,ORL,Dennis Scott,27,3,8.8
1996,SEA,Hersey Hawkins,29,1,9.5
1996,BOS,Rick Fox,26,3,5.1
1996,NJN,Shawn Bradley,23,5,3
1996,CHH,Michael Adams,33,1,0.8
1997,WSB,Juwan Howard,23,4,7
1997,DET,Otis Thorpe,34,4,7.9
1997,MIN,Stephon Marbury,19,1,3.7
1998,ATL,Mookie Blaylock,30,1,5.6
1998,LAC,Maurice Taylor,21,4,1.8
1998,POR,Gary Grant,32,1,1.1
1999,HOU,Othella Harrington,25,4,2.2
1999,SAS,Antonio Daniels,23,1,1.8
2000,NJN,Kerry Kittles,25,2,4.7
2000,PHI,Todd MacCulloch,24,5,1.7
2000,WAS,Lorenzo Williams,30,4,0.3
2001,NYK,Allan Houston,29,2,7.5
2001,GSW,Marc Jackson,26,5,2.6
2001,SAC,Lawrence Funderburke,30,4,1.9
2002,NJN,Kerry Kittles,27,2,7.7
2002,HOU,Kevin Willis,39,5,1.7
2002,DAL,Wang Zhizhi,24,5,1.5
2003,CLE,Ricky Davis,23,2,3
2003,WAS,Christian Laettner,33,4,6.6
2003,SAS,Malik Rose,28,4,5.2
2003,IND,Austin Croshere,27,4,2
2004,ATL,Stephen Jackson,25,3,4.4
2004,IND,Reggie Miller,38,2,8.9
2004,PHI,Samuel Dalembert,22,5,6.9
2004,MIL,Toni Kukoc,35,3,3.1
2004,UTA,Matt Harpring,27,3,2.8
2004,BOS,Vin Baker,32,4,2.5
2005,LAC,Bobby Simmons,24,3,6.8
2005,CHA,Primoz Brezec,25,5,4.9
2006,CHI,Andres Nocioni,26,3,6.7
2006,NOK,Speedy Claxton,27,1,3
2006,MIL,Joe Smith,30,4,2.3
2006,DET,Tony Delk,32,1,0.9
2006,ATL,Tony Delk,32,2,0
2007,PHI,Samuel Dalembert,25,5,6.2
2007,LAL,Lamar Odom,27,4,4.7
2007,GSW,Al Harrington,26,4,2.8
2007,NYK,Renaldo Balkman,22,4,2.8
2007,CHA,Walter Herrmann,27,3,2.4
2008,MEM,Mike Miller,27,3,5
2008,HOU,Luis Scola,27,4,6.5
2008,UTA,Paul Millsap,22,4,5.2
2008,TOR,Rasho Nesterovic,31,5,3.9
2008,PHO,Sean Marks,32,5,0.3
2009,UTA,Ronnie Brewer,23,3,6.8
2009,GSW,Stephen Jackson,30,2,2.2
2009,IND,Roy Hibbert,22,5,2.1
2009,MEM,Darius Miles,27,4,0.5
2009,HOU,Joey Dorsey,25,3,0
2010,CHI,Luol Deng,24,3,5.9
2010,CLE,Mo Williams,27,1,6.7
2010,MIA,Michael Beasley,21,4,4.6
2010,DAL,Drew Gooden,28,5,2.7
2010,GSW,Reggie Williams,23,2,1.7
2010,DAL,Brendan Haywood,30,5,2.2
2012,CLE,Antawn Jamison,35,3,3.1
2012,LAC,Chauncey Billups,35,1,1.7
2013,MIL,Brandon Jennings,23,1,5.8
2013,CLE,Tristan Thompson,21,4,5.2
2013,ORL,J.J. Redick,28,1,3.2
2013,HOU,Greg Smith,22,5,4
2013,MEM,Marreese Speights,25,5,1.4
2014,TOR,Jonas Valanciunas,21,5,6.7
2014,BRK,Marcus Thornton,26,2,1.1
2014,PHI,Byron Mullens,24,5,0.4
2014,MIL,D.J. Stephens,23,3,0
2015,POR,Wesley Matthews,28,2,6.2
2015,CHI,Taj Gibson,29,4,4.8
2015,MIA,Chris Andersen,36,5,3.6
2015,CHO,Troy Daniels,23,2,0.3
2016,BRK,Thaddeus Young,27,4,0.2
2016,NOP,Ryan Anderson,27,4,0.1
1978,NOJ,Gail Goodrich,34,1,6.3
1978,PHO,Ron Lee,25,1,3.8
1978,KCK,Bob Nash,27,3,2.1
1979,NOJ,Jim McElroy,25,1,4.9
1979,NJN,Al Skinner,26,1,1
1980,GSW,Sonny Parker,24,2,6.8
1980,CHI,Dave Greenwood,22,4,6.5
1980,ATL,Steve Hawes,29,4,6
1980,CLE,Campy Russell,28,3,1.8
1981,WSB,Kevin Porter,30,1,6.4
1981,SDC,Phil Smith,28,1,4.8
1982,CHI,Reggie Theus,24,2,5.3
1982,DAL,Rolando Blackman,22,2,4.1
1982,SDC,Michael Wiley,24,3,2.1
1984,PHO,James Edwards,28,4,4.4
1984,SAS,Keith Edmonson,23,2,0.8
1985,KCK,Eddie Johnson,25,3,5.3
1985,PHI,Andrew Toney,27,1,5.5
1987,NYK,Gerald Wilkins,23,2,3.3
1987,POR,Terry Porter,23,1,6.8
1987,CLE,Hot Rod Williams,24,4,7.5
1987,SAC,Eddie Johnson,27,3,4.3
1987,CHI,Sedale Threatt,25,1,2.1
1988,CLE,Brad Daugherty,22,4,6.6
1988,IND,Ron Anderson,29,3,2.5
1990,NJN,Sam Bowie,28,5,4.7
1991,BOS,Reggie Lewis,25,2,7.5
1991,ATL,Doc Rivers,29,1,6.3
1991,PHO,Tom Chambers,31,4,5.4
1991,SAS,Rod Strickland,24,1,5.7
1993,LAL,Sam Perkins,31,4,4.2
1994,CHH,Muggsy Bogues,29,1,6.4
1994,CLE,Hot Rod Williams,31,4,7.4
1994,DET,Joe Dumars,30,1,4.4
1994,NJN,Rex Walters,23,1,1.2
1995,SEA,Sam Perkins,33,4,8.5
1995,HOU,Kenny Smith,29,1,6.1
1995,NJN,Jayson Williams,26,5,2.1
1995,NYK,Doc Rivers,33,2,0.2
1996,ATL,Grant Long,29,4,8.4
1996,TOR,Oliver Miller,25,4,3.8
1996,PHO,Elliot Perry,26,1,3.1
1996,SAC,Walt Williams,25,3,2.9
1996,NJN,Kendall Gill,27,2,1.2
1997,DEN,Mark Jackson,31,1,4
1997,ATL,Darrin Hancock,25,3,0.2
1998,MIL,Ray Allen,22,2,7
1998,TOR,Doug Christie,27,2,4
1998,SAC,Lawrence Funderburke,27,4,2.1
1999,WAS,Ben Wallace,24,5,3.6
1999,GSW,Terry Cummings,37,4,2.6
2000,LAL,Glen Rice,32,3,9
2000,MIA,Clarence Weatherspoon,29,4,5.1
2000,GSW,Chris Mills,30,3,1.2
2001,DAL,Shawn Bradley,28,5,6.3
2001,HOU,Moochie Norris,27,1,4.4
2002,PHI,Derrick Coleman,34,4,5.9
2002,DET,Zeljko Rebraca,29,5,3.3
2003,PHO,Amar'e Stoudemire,20,5,6.2
2004,ATL,Jason Terry,26,1,5.1
2004,IND,Jeff Foster,27,5,8.3
2004,DEN,Earl Boykins,27,1,4.1
2004,NOH,Robert Traylor,26,5,2.5
2005,DET,Tayshaun Prince,24,3,9.4
2005,ATL,Tyronn Lue,27,1,3.2
2006,BOS,Al Jefferson,21,5,2.3
2007,GSW,Andris Biedrins,20,5,6.7
2007,ATL,Josh Childress,23,3,5.5
2007,ORL,Trevor Ariza,21,3,3.4
2007,NJN,Bernard Robinson,26,3,0.1
2008,MEM,Hakim Warrick,25,4,3.3
2008,CHA,Nazr Mohammed,30,4,2.8
2008,MIL,Ramon Sessions,21,1,0.7
2008,MIA,Alonzo Mourning,37,5,0.8
2009,MIL,Andrew Bogut,24,5,2.6
2010,MEM,Rudy Gay,23,3,6.4
2010,NJN,Devin Harris,26,1,2.7
2010,IND,Roy Hibbert,23,5,4.1
2010,WAS,Brendan Haywood,30,5,4.5
2010,WAS,Alonzo Gee,22,3,0.4
2011,HOU,Chuck Hayes,27,3,6.3
2011,ORL,Vince Carter,34,2,2.1
2011,GSW,Brandan Wright,23,4,0.4
2011,LAL,Trey Johnson,26,2,0.1
2012,DET,Charlie Villanueva,27,5,0.4
2012,SAC,Hassan Whiteside,22,5,0.2
2013,MIL,Monta Ellis,27,1,4.6
2013,MIN,Ricky Rubio,22,1,3
2014,UTA,Gordon Hayward,23,2,3.6
2014,LAC,Darren Collison,26,1,5.9
2014,DEN,J.J. Hickson,25,4,3.3
2014,UTA,Jeremy Evans,26,4,2.8
2014,TOR,Patrick Patterson,24,4,3.4
2015,LAC,J.J. Redick,30,2,6.7
2015,LAL,Jordan Hill,27,4,2.2
2015,POR,Robin Lopez,26,5,5.1
2015,SAS,Manu Ginobili,37,2,3.7
2015,GSW,Festus Ezeli,25,5,1.7
2016,MIL,Michael Carter-Williams,24,2,0.1
1979,DET,M.L. Carr,28,2,7.9
1979,SEA,Jack Sikma,23,5,8.8
1979,LAL,Michael Cooper,22,1,0
1980,DET,Bob McAdoo,28,3,2
1980,CLE,Kenny Carr,24,4,3.9
1981,MIL,Mickey Johnson,28,3,5.3
1981,DEN,Glen Gondrezick,25,3,3.1
1982,NYK,Bill Cartwright,24,5,5
1984,HOU,Lewis Lloyd,24,2,4.6
1985,UTA,Rickey Green,30,1,6.7
1986,WSB,Jeff Malone,24,2,6.1
1986,SEA,Xavier McDaniel,22,3,5.1
1986,DEN,Wayne Cooper,29,4,5.1
1987,IND,Wayman Tisdale,22,4,5.6
1988,UTA,Thurl Bailey,26,4,6.8
1988,GSW,Rod Higgins,28,2,5.7
1988,ATL,John Battle,25,1,2.3
1989,PHO,Jeff Hornacek,25,1,7.7
1989,DET,Dennis Rodman,27,4,8.1
1989,LAC,Quintin Dailey,28,1,2
1989,SEA,Sedale Threatt,27,1,3.4
1990,CHI,Scottie Pippen,24,3,5.7
1990,IND,Vern Fleming,27,1,6.7
1990,LAC,Danny Manning,23,4,5.3
1990,HOU,Mitchell Wiggins,30,2,5.4
1991,BOS,Kevin Gamble,25,2,8.3
1991,SAS,Terry Cummings,29,4,5.6
1991,GSW,Sarunas Marciulionis,26,2,2.5
1991,SAS,Tony Massenburg,23,4,0.4
1992,SAC,Mitch Richmond,26,2,4.9
1992,ORL,Stanley Roberts,21,5,2.1
1993,LAL,A.C. Green,29,4,8.6
1993,NYK,John Starks,27,1,7.5
1993,IND,Dale Davis,23,5,6.9
1993,BOS,Xavier McDaniel,29,3,4.4
1993,SEA,Gerald Paddio,27,3,0.6
1994,PHI,Jeff Hornacek,30,1,3.7
1995,LAL,Nick Van Exel,23,1,6.4
1995,CHH,Hersey Hawkins,28,1,8.7
1995,BOS,Dominique Wilkins,35,3,3.9
1995,LAL,Eddie Jones,23,2,5
1995,CHI,Will Perdue,29,5,4.7
1995,ORL,Dennis Scott,26,3,4.6
1995,MIA,Kevin Gamble,29,2,3.4
1996,SAS,Avery Johnson,30,1,9.1
1996,POR,Clifford Robinson,29,4,8
1996,SAS,Sean Elliott,27,3,7.7
1997,LAC,Bo Outlaw,25,3,6.1
1997,NJN,Shawn Bradley,24,5,1.8
1997,CHH,Jamie Feick,22,5,0
1998,MIN,Stephon Marbury,20,1,5.3
1998,DET,Jerome Williams,24,4,4.5
1998,NYK,Pete Myers,34,2,0.1
1999,POR,Walt Williams,28,3,3.7
2000,DEN,Raef LaFrentz,23,5,5.9
2000,UTA,Jeff Hornacek,36,1,6.5
2000,SAC,Peja Stojakovic,22,3,4.8
2001,POR,Damon Stoudamire,27,1,6.7
2001,TOR,Mark Jackson,35,1,4.7
2001,PHI,Theo Ratliff,27,4,5.2
2001,BOS,Chris Carr,26,2,0.9
2001,MIA,Don MacLean,31,4,0.2
2002,CLE,Wesley Person,30,2,6.9
2002,NYK,Mark Jackson,36,1,6
2002,DAL,Nick Van Exel,30,1,1.5
2002,DEN,Isaiah Rider,30,2,0.2
2003,DAL,Mark Strickland,32,5,0
2004,SAC,Vlade Divac,35,4,5.3
2005,CHA,Emeka Okafor,22,5,4
2005,CHI,Eddy Curry,22,5,4.3
2005,MIA,Christian Laettner,35,4,2.7
2005,CHA,Eddie House,26,1,0.5
2005,MIA,Wang Zhizhi,27,5,0.2
2005,CLE,Luke Jackson,23,3,0.1
2006,UTA,Matt Harpring,29,3,4.7
2006,ORL,Darko Milicic,20,5,1.1
2007,MIL,Mo Williams,24,1,3.2
2007,ORL,Grant Hill,34,3,5.1
2008,SEA,Chris Wilcox,25,4,3.4
2009,ATL,Mike Bibby,30,1,6.9
2009,PHI,Louis Williams,22,1,3.4
2009,HOU,Tracy McGrady,29,2,2.7
2009,TOR,Kris Humphries,23,4,0.7
2010,GSW,Stephen Curry,21,1,4.7
2010,TOR,Jarrett Jack,26,1,4.8
2011,TOR,Jose Calderon,29,1,3.7
2011,LAC,Baron Davis,31,1,2.1
2011,HOU,Brad Miller,34,4,3
2012,CHI,John Lucas,29,1,2.2
2012,MEM,Hamed Haddadi,26,5,0.6
2013,NOH,Greivis Vasquez,26,1,3.8
2013,DAL,Darren Collison,25,1,5.6
2013,SAC,Marcus Thornton,25,2,3.2
2013,DAL,Chris Kaman,30,5,1.6
2013,ATL,Mike Scott,24,4,0.9
2014,MIN,Kevin Martin,30,2,5.3
2014,SAC,Jimmer Fredette,24,1,0.8
2015,DAL,Chandler Parsons,26,3,5.5
2015,BOS,Brandon Bass,29,4,5.3
2015,LAL,Tarik Black,23,4,2.2
2015,MIL,Michael Carter-Williams,23,2,1.3
2016,IND,George Hill,29,1,0.9
1978,HOU,John Lucas,24,1,5.2
1978,MIL,Brian Winters,25,1,5.1
1979,LAL,Jamaal Wilkes,25,2,6.9
1979,HOU,Rudy Tomjanovich,30,3,6.2
1979,NJN,John Williamson,27,1,5.1
1979,KCK,Bill Robinzine,26,4,6.9
